pargyline|function|For the treatment of moderate to severe hypertension.
lincomycin|anti-bacterial agents|Lincomycin is an antibiotic used in the treatment of staphylococcal, streptococcal, and <i>Bacteroides fragilis</i> infections.
etoricoxib|function|For the treatment of rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, chronic low back pain, acute pain and gout.
roflumilast|function|Roflumilast is indicated as a treatment to reduce the risk of COPD exacerbations in patients with severe COPD associated with chronic bronchitis and a history of exacerbations. Roflumilast is not a bronchodilator and is not indicated for the relief of acute bronchospasm.
dalfopristin|anti-bacterial agents|For the treatment of bacterial infections (usually in combination with quinupristin).
equilin|component|For the treatment of moderate to severe vasomotor symptoms associated with the menopause, atrophic vaginitis, osteoporosis, hypoestrogenism due to hypogonadism, castration, primary ovarian failure, breast cancer (for palliation only), and Advanced androgen-dependent carcinoma of the prostate (for palliation only)
calcipotriol|dermatologic agents|For the treatment of moderate plaque psoriasis in adults.
vorinostat|antineoplastic agents|For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.
terlipressin|vasoconstrictor agents|Commonly used to stop bleeding of varices in the food pipe (oesophagus).
cholic acid|function|
fusidic acid|anti-bacterial agents|For the treatment of bacterial infections.
oxitriptan|antidepressive agents, second-generation|For use as an antidepressant, appetite suppressant, and sleep aid.
flavin adenine dinucleotide|function|Used to treat eye diseases caused by vitamin B2 deficiency, such as keratitis and blepharitis.
acetic acid|indicators and reagents|Used to treat infections in the ear canal.
phenol|anti-infective agents, local|Phenol is primarily indicated for minor sore throat pain, sore mouth, minor mouth irritation, and pain associated with canker sores. Additionally, phenol is indicated in the treatment of focal spasticity. 
niflumic acid|anti-inflammatory agents, non-steroidal|Used in the treatment of rheumatoid arthritis.
latamoxef|anti-bacterial agents|Latamoxef is an oxacephem antibiotic usually grouped with the cephalosporins. It is used to treat bacterial infections. Latamoxef  is primarily indicated in conditions like Bone and joint infection, GI infections, Gynecological infections, Meningitis, Respiratory tract infections, Septicaemia, Skin infections, Soft tissue infections, UTI. 
trioxsalen|photosensitizing agents|Trioxsalen is a pigmenting photosensitizing agent used in conjunction with ultraviolet light in the treatment of vitiligo.
thiotepa|function|ThioTEPA is used a as conditioning treatment prior to allogeneic or autologous haematopoietic progenitor cell transplantation (HPCT) in haematological diseases in adult and paediatric patients. Also, when high dose chemotherapy with HPCT support it is appropriate for the treatment of solid tumours in adult and paediatric patients.
estriol|component|Used as a test to determine the general health of an unborn fetus.
estropipate|contraceptive agents|Estropipate is used for the treatment of moderate to severe vasomotor symptoms associated with the monopause, and moderate to severe symptoms of vulval and vaginal atrophy associated with the menopause. It is also used to treat hypoestrogenism due to hypogonadism, castration or primary ovarian failure, and prevent postmenopausal osteoporosis.
quinestrol|estrogens|Used in hormone replacement therapy, treating symptoms of menopause such as hot flashes. Also used to treat breast and prostate cancer.
fleroxacin|enzyme inhibitors|Fleroxacin is a broad-spectrum antimicrobial fluoroquinolone.
iodipamide|contrast media|Iodipamide is used as a contrast agent for cholecystography and intravenous cholangiography.
suramin|antineoplastic agents|For treatment of human sleeping sickness, onchocerciasis and other diseases caused by trypanosomes and worms.
bifonazole|antifungal agents|Used for the treatment of various topical fungal infections, including athlete's foot (tinea pedis).
maraviroc|component|For treatment-experienced adult patients infected with only CCR5-tropic HIV-1 detectable, who have evidence of viral replication and HIV-1 strains resistant to multiple antiretroviral agents.
clofedanol|histamine antagonists|Used in the treatment of dry cough.
cyclandelate|vasodilator agents|Used in the treatment of various blood vessel diseases (e.g., claudication, arteriosclerosis and Raynaud's disease) and nighttime leg cramps.
cyproterone acetate|component|For the palliative treatment of patients with advanced prostatic carcinoma.
debrisoquin|antihypertensive agents|For the treatment of moderate and severe hypertension, either alone or as an adjunct, and for the treatment of renal hypertension.
flunarizine|anticonvulsants|Used in the prophylaxis of migraine, occlusive peripheral vascular disease, vertigo of central and peripheral origin, and as an adjuvant in the therapy of epilepsy.
fluspirilene|antipsychotic agents|Used for the treatment of schizophrenia.
mepenzolate|cholinergic antagonists|For use as adjunctive therapy in the treatment of peptic ulcer. It has not been shown to be effective in contributing to the healing of peptic ulcer, decreasing the rate of recurrence, or preventing complications.
tetrabenazine|adrenergic uptake inhibitors|Treatment of hyperkinetic movement disorders like chorea in Huntington's disease, hemiballismus, senile chorea, Tourette syndrome and other tic disorders, and tardive dyskinesia 
ixabepilone|component|Investigated for use/treatment in breast cancer, head and neck cancer, melanoma, lung cancer, lymphoma (non-hodgkin's), prostate cancer, renal cell carcinoma, and cancer/tumors (unspecified).
dronedarone|anti-arrhythmia agents|Management of paroxysmal or persistent atrial fibrillation via restoration of normal sinus rhythm. 
nebivolol|antihypertensive agents|For the treatment of essential hypertension.
homoharringtonine|antineoplastic agents|Used in patients who are intolerant and/or resistant to two or more tyrosine kinase inhibitors used to treat accelerated or chronic phase CML.  
nilotinib|antineoplastic agents|For the potential treatment of various leukemias, including chronic myeloid leukemia (CML).
lorcaserin|component|For the treatment of obesity, as an adjunct to a reduced-calorie diet and increased physical activity.
vildagliptin|dipeptidyl-peptidase iv inhibitors|Used to reduce hyperglycemia in type 2 diabetes mellitus.
voacamine|antimalarials|For the treatment of malaria. Also under investigation for the modulation of multidrug resistance in cancer cells.
voglibose|function|For the treatment of diabetes. It is specifically used for lowering post-prandial blood glucose levels thereby reducing the risk of macrovascular complications.
enoximone|function|For the treatment of congestive heart failure.
bepotastine|mast cell stabilizers|For the symptomatic treatment of itchy eyes (caused by IgE-induced mast cell degranulation) due to allergic conjunctivitis.
vapreotide|antineoplastic agents|For the treatment of esophageal variceal bleeding in patients with cirrhotic liver disease and has also shown efficacy in the treatment of patients with AIDS-related diarrhea.
pegaptanib|component|For the treatment of neovascular (wet) age-related macular degeneration.
